Company,Rank,Year,Industry,Headquarters_state,Revenue_mil,profit_mil
Quantum Corporation,368,1996,"Computers, Office Equipment",CA,3368,471.52
Comcast Corporation,369,1996,Telecommunications,PA,3362.9,470.806
"Morton International, Inc.",370,1996,Chemicals,IL,3354.9,469.686
"First Bank System, Inc.",371,1996,Commercial Banks,MN,3328.3,465.962
"Litton Industries, Inc.",372,1996,"Electronics, Electrical Equipment",CA,3319.7,464.758
Tenet Healthcare Corp.,373,1996,Health Care,CA,3318,464.52
"Trans World Airlines, Inc.",374,1996,Airlines,MO,3316.8,464.352
"MAPCO, Inc.",375,1996,Petroleum Refining,OK,3310,463.4
Consolidated Natural Gas Company,376,1996,Utilities: Gas and Electric,PA,3307.3,463.022
Westvaco Corporation,377,1996,Forest and Paper Products,NY,3302.7,462.378
The Turner Corporation,378,1996,Engineering & Construction,NY,3281.5,459.41
Universal Corporation,379,1996,Tobacco,VA,3280.9,459.326
Centex Corporation,380,1996,Engineering & Construction,TX,3277.5,458.85
"W.W. Grainger, Inc.",381,1996,Wholesalers,IL,3276.9,458.766
The Sherwin-Williams Company,382,1996,Chemicals,OH,3273.8,458.332
"Harcourt General, Inc.",383,1996,General Merchandisers,MA,3241.9,453.866
Allmerica Financial,384,1996,Insurance: Property and Casualty (Stock),MA,3238.9,453.446
"Beverly Enterprises, Inc.",385,1996,Health Care,AR,3228.6,452.004
Parker Hannifin Corporation,386,1996,Industrial and Farm Equipment,OH,3214.4,450.016
Cyprus Amax Minerals Company,387,1996,"Mining, Crude-Oil Production",CO,3207,448.98
ServiceMaster,388,1996,zMiscellaneous,IL,3202.5,448.35
"Asarco, Inc.",389,1996,"Mining, Crude-Oil Production",NY,3197.8,447.692
Pacific Mutual Life Insurance,390,1996,"Insurance: Life, Health (Mutual)",CA,3160.5,442.47
Southern Pacific Rail Corporation,391,1996,Railroads,CA,3151.3,441.182
"Praxair, Inc.",393,1996,Chemicals,CT,3146,440.44
Avery Dennison Corporation,394,1996,Forest and Paper Products,CA,3113.9,435.946
"Comerica, Inc.",395,1996,Commercial Banks,MI,3112.6,435.764
ALLTEL Corporation,396,1996,Telecommunications,AR,3109.7,435.358
"WellPoint Health Networks, Inc.",397,1996,Health Care,CA,3107.1,434.994
Tech Data Corporation,398,1996,Wholesalers,FL,3086.6,432.124
Olin Corporation,399,1996,Food & Drug Stores,UT,3083.7,431.718
Foster Wheeler Corporation,400,1996,Engineering & Construction,NJ,3081.9,431.466
Long Island Lighting Company,402,1996,Utilities: Gas and Electric,NY,3075.1,430.514
Brunswick Corporation,403,1996,"Publishing, Printing",NY,3068.5,429.59
"Staples, Inc.",404,1996,Specialty Retailers,MA,3068.1,429.534
"Applied Materials, Inc.",405,1996,"Electronics, Electrical Equipment",CA,3061.9,428.666
Yellow Corporation,406,1996,Trucking,KS,3056.6,427.924
Florida Progress Corporation,407,1996,Utilities: Gas and Electric,FL,3055.6,427.784
GEICO Corporation,408,1996,Insurance: Property and Casualty (Stock),DC,3054,427.56
Hormel Foods Corporation,409,1996,Food,MN,3046.2,426.468
Maytag Corporation,410,1996,"Electronics, Electrical Equipment",IA,3039.5,425.53
CINergy Corp.,411,1996,Utilities: Gas and Electric,OH,3031.4,424.396
Valero Energy Corporation,412,1996,Petroleum Refining,TX,3019.8,422.772
Carolina Power & Light Company,414,1996,Utilities: Gas and Electric,NC,3006.6,420.924
The Progressive Corporation,415,1996,Commercial Banks,MO,2996.1,419.454
"Owens & Minor, Inc.",416,1996,Wholesalers,VA,2976.5,416.71
Oracle Corporation,417,1996,Computer And Data Services,CA,2966.9,415.366
"Diamond Shamrock, Inc.",418,1996,Petroleum Refining,TX,2956.7,413.938
"Micron Technology, Inc.",419,1996,"Electronics, Electrical Equipment",ID,2952.7,413.378
Whitman Corporation,420,1996,Beverages,IL,2946.5,412.51
"Mercantile Stores Company, Inc.",421,1996,General Merchandisers,OH,2944.3,412.202
"MicroAge, Inc.",422,1996,Wholesalers,AZ,2941.1,411.754
"The McGraw-Hill Companies, Inc.",423,1996,"Publishing, Printing",NY,2935.3,410.942
Baltimore Gas & Electric Company,424,1996,Utilities: Gas and Electric,MD,2934.8,410.872
York International Corporation,425,1996,Industrial and Farm Equipment,PA,2929.9,410.186
"Alumax, Inc.",427,1996,Metals,GA,2926.1,409.654
The Pittston Company,428,1996,"Mail, Package, and Freight Delivery",CT,2926.1,409.654
"U.S. Industries, Inc.",429,1996,Metal Products,NJ,2908.4,407.176
"Reliance Group Holdings ,Inc.",430,1996,Insurance: Property and Casualty (Stock),NY,2906,406.84
Kerr-McGee Corporation,431,1996,Engineering & Construction,NE,2902,406.28
The Est_e Lauder Companies Inc.,432,1996,"Soaps, Cosmetics",NY,2899.1,405.874
U.S. Bancorp,433,1996,Commercial Banks,OR,2897.3,405.622
"American President Companies, Ltd.",434,1996,Marine services,CA,2896,405.44
"Flagstar Companies, Inc.",435,1996,Food Services,SC,2893.8,405.132
"Automatic Data Processing, Inc.",436,1996,Computer And Data Services,NJ,2893.7,405.118
Nash Finch Company,437,1996,Wholesalers,MN,2888.8,404.432
Southwest Airlines Co.,438,1996,Airlines,TX,2872.8,402.192
"Shaw Industries, Inc.",439,1996,Textiles,GA,2869.8,401.772
"Bruno's, Inc.",440,1996,Food & Drug Stores,AL,2869.6,401.744
CoreStates Financial Corporation,441,1996,Commercial Banks,PA,2868,401.52
Tribune Company,442,1996,"Publishing, Printing",IL,2863.6,400.904
NorAm Energy Corp.,443,1996,Pipelines,TX,2862.1,400.694
"Conseco, Inc.",444,1996,"Insurance: Life, Health (Stock)",IN,2860.7,400.498
Republic New York Corporation,445,1996,Commercial Banks,NY,2859.6,400.344
"Hasbro, Inc.",446,1996,"Toys, Sporting Goods",RI,2858.2,400.148
"The Williams Companies, Inc.",447,1996,Pipelines,OK,2855.7,399.798
"Fleetwood Enterprises, Inc.",448,1996,Forest and Paper Products,CA,2855.7,399.798
Louisiana-Pacific Corporation,449,1996,Forest and Paper Products,OR,2843.2,398.048
Engelhard Corporation,450,1996,Chemicals,NJ,2840.1,397.614
CompUSA Inc.,451,1996,Specialty Retailers,TX,2813.1,393.834
UtiliCorp United Inc.,452,1996,Utilities: Gas and Electric,MO,2798.5,391.79
Aid Association for Lutherans,453,1996,"Insurance: Life, Health (Mutual)",WI,2795.8,391.412
"Graybar Electric Company, Inc.",454,1996,Wholesalers,MO,2774.4,388.416
The Caldor Corp.,455,1996,General Merchandisers,CT,2764.5,387.03
"Knight-Ridder, Inc.",456,1996,"Publishing, Printing",FL,2751.8,385.252
Manville Corporation,457,1996,"Building Materials, Glass",CO,2733.8,382.732
"Health Systems International, Inc.",458,1996,Health Care,CA,2732.1,382.494
"Echlin, Inc.",459,1996,Motor Vehicles & Parts,CT,2717.9,380.506
Ultramar Corporation,460,1996,Petroleum Refining,CT,2714.4,380.016
"Becton, Dickinson and Company",461,1996,"Scientific, Photographic and Control Equipment",NJ,2712.5,379.75
Sonoco Products Company,462,1996,Forest and Paper Products,SC,2706.2,378.868
"Kelly Services, Inc.",463,1996,Temporary Help,MI,2689.8,376.572
"Payless Cashways, Inc.",464,1996,Specialty Retailers,MO,2685.7,375.998
"SCI Systems, Inc.",465,1996,"Computers, Office Equipment",AL,2673.8,374.332
PP&L Resources,466,1996,Utilities: Gas and Electric,PA,2650,371
"Allegheny Power System, Inc.",467,1996,Utilities: Gas and Electric,NY,2647.8,370.692
Longs Drug Stores Corporation,468,1996,Food & Drug Stores,CA,2644.4,370.216
"Baker Hughes, Incorporated",469,1996,Industrial and Farm Equipment,TX,2637.5,369.25
"The Columbia Gas System, Inc.",470,1996,Utilities: Gas and Electric,DE,2635.2,368.928
"Armstrong World Industries, Inc.",471,1996,"Building Materials, Glass",PA,2635.1,368.914
Dean Foods Company,472,1996,Food,IL,2630.2,368.228
The Stanley Works,473,1996,Metal Products,CT,2624.3,367.402
Computer Associates International,474,1996,Computer And Data Services,NY,2623,367.22
Ball Corporation,475,1996,Metal Products,IN,2591.7,362.838
Northern States Power Company,476,1996,Utilities: Gas and Electric,MN,2568.6,359.604
Hannaford Bros. Company,477,1996,Food & Drug Stores,ME,2568.1,359.534
"Teledyne, Inc.",478,1996,"Electronics, Electrical Equipment",CA,2567.8,359.492
MBNA Corporation,479,1996,Commercial Banks,DE,2565.4,359.156
"Maxxam, Inc.",480,1996,Metals,TX,2565.2,359.128
"Caliber Systems, Inc.",482,1996,Trucking,OH,2547.6,356.664
"OfficeMax, Inc.",483,1996,Specialty Retailers,OH,2542.5,355.95
Morrison Knudsen Corporation,484,1996,Engineering & Construction,ID,2530.9,354.326
The Olsten Corporation,485,1996,Temporary Help,NY,2518.9,352.646
Centerior Energy Corporation,486,1996,Utilities: Gas and Electric,OH,2515.5,352.17
"Spartan Stores, Inc.",487,1996,Food & Drug Stores,MI,2512.4,351.736
Newell Company,488,1996,Metal Products,IL,2498.4,349.776
Pennzoil Company,489,1996,Petroleum Refining,TX,2490,348.6
"Provident Companies, Inc.",490,1996,Wholesalers,WI,2488.2,348.348
Golden West Financial Corporation,491,1996,Savings Institutions,CA,2470,345.8
"AST Research, Inc.",492,1996,"Computers, Office Equipment",CA,2467.8,345.492
Ohio Edison Company,493,1996,Utilities: Gas and Electric,OH,2465.8,345.212
Foundation Health Corporation,494,1996,Health Care,CA,2459.9,344.386
State Street Boston Corporation,495,1996,Commercial Banks,MA,2445.7,342.398
USG Corporation,496,1996,"Building Materials, Glass",IL,2444,342.16
Cotter & Co.,497,1996,Specialty Retailers,IL,2437,341.18
Ace Hardware Corporation,498,1996,Wholesalers,IL,2436,341.04
General Instrument Corporation,499,1996,"Electronics, Electrical Equipment",IL,2432,340.48
"Advanced Micro Devices, Inc.",500,1996,"Electronics, Electrical Equipment",CA,2429.7,340.158
General Motors Corporation,1,1997,Motor Vehicles & Parts,MI,168369,23571.66
Ford Motor Company,2,1997,Motor Vehicles & Parts,MI,146991,20578.74
Exxon Corporation,3,1997,Petroleum Refining,TX,119434,16720.76
"Wal-Mart Stores, Inc.",4,1997,General Merchandisers,AR,106147,14860.58
General Electric Company,5,1997,"Electronics, Electrical Equipment",CT,79179,11085.06
International Business Machines Corporation,6,1997,"Computers, Office Equipment",NY,75947,10632.58
AT&T Corp.,7,1997,Telecommunications,NY,74525,10433.5
Mobil Corporation,8,1997,Petroleum Refining,VA,72267,10117.38
Chrysler Corporation,9,1997,Motor Vehicles & Parts,MI,61397,8595.58
Philip Morris Companies Inc.,10,1997,Tobacco,NY,54553,7637.42
Texaco Inc.,11,1997,Petroleum Refining,NY,44561,6238.54
State Farm Insurance Companies,12,1997,Insurance: Property and Casualty (Mutual),IL,42781.2,5989.368
Prudential Insurance Company of America,13,1997,"Insurance: Life, Health (Mutual)",NJ,40175,5624.5
"E.I. du Pont de Nemours and Company, Inc.",14,1997,Chemicals,DE,39689,5556.46
Chevron Corporation,15,1997,Petroleum Refining,CA,38691,5416.74
Hewlett-Packard Company,16,1997,"Computers, Office Equipment",CA,38420,5378.8
"Sears, Roebuck & Company",17,1997,General Merchandisers,IL,38236,5353.04
The Procter & Gamble Company,18,1997,"Soaps, Cosmetics",OH,35284,4939.76
Amoco Corporation,19,1997,Petroleum Refining,IL,32726,4581.64
Citicorp,20,1997,Commercial Banks,NY,32605,4564.7
"PepsiCo, Inc.",21,1997,Food Services,NY,31645,4430.3
Kmart Corporation,22,1997,General Merchandisers,MI,31437,4401.18
"American International Group,Inc.",23,1997,Insurance: Property and Casualty (Stock),NY,28205.3,3948.742
"Motorola, Inc.",24,1997,"Electronics, Electrical Equipment",IL,27973,3916.22
The Chase Manhattan Corporation,25,1997,Commercial Banks,NY,27421,3838.94
Lockheed Martin Corporation,26,1997,Aerospace & Defense,MD,26875,3762.5
Dayton Hudson Corporation,27,1997,General Merchandisers,MN,25371,3551.94
The Kroger Company,28,1997,Food & Drug Stores,OH,25170.9,3523.926
Fannie Mae,29,1997,Diversified Financials,DC,25054,3507.56
"Merrill Lynch & Co., Inc.",30,1997,Securities,NY,25011,3501.54
"ConAgra, Inc.",31,1997,Food,NE,24821.6,3475.024
The Allstate Corporation,32,1997,Insurance: Property and Casualty (Stock),IL,24299,3401.86
"J.C. Penney Company, Inc.",33,1997,General Merchandisers,TX,23649,3310.86
United Technologies Corporation,34,1997,Aerospace & Defense,CT,23512,3291.68
Metropolitan Life Insurance Co.,35,1997,"Insurance: Life, Health (Stock)",NY,23000,3220
The Boeing Company,36,1997,Aerospace & Defense,WA,22681,3175.34
"United Parcel Service of America, Inc.",37,1997,"Mail, Package, and Freight Delivery",GA,22368,3131.52
BankAmerica Corporation,38,1997,Commercial Banks,CA,22071,3089.94
Johnson & Johnson,39,1997,Pharmaceuticals,NJ,21620,3026.8
Travelers Group Inc.,40,1997,Insurance: Property and Casualty (Stock),NY,21345.4,2988.356
GTE Corporation,41,1997,Telecommunications,CT,21339.2,2987.488
USX Corporation,42,1997,Petroleum Refining,PA,21076,2950.64
Intel Corporation,43,1997,Semiconductors,CA,20847,2918.58
International Paper Company,44,1997,Forest and Paper Products,NY,20143,2820.02
The Dow Chemical Company,45,1997,Chemicals,MI,20053,2807.42
Loews Corporation,46,1997,Insurance: Property and Casualty (Stock),NY,19964.8,2795.072
Columbia/HCA Healthcare Corp.,47,1997,Health Care,TN,19909,2787.26
"Merck & Co., Inc.",48,1997,Pharmaceuticals,NJ,19828.7,2776.018
"Costco Companies, Inc.",49,1997,Specialty Retailers,WA,19566.5,2739.31
"The Home Depot, Inc.",50,1997,Specialty Retailers,GA,19535.5,2734.97
Xerox Corporation,51,1997,"Computers, Office Equipment",CT,19521,2732.94
Atlantic Richfield Company,52,1997,Petroleum Refining,CA,19168.5,2683.59
BellSouth Corporation,53,1997,Telecommunications,GA,19040,2665.6
CIGNA Corporation,54,1997,"Insurance: Life, Health (Stock)",PA,18950,2653
The Walt Disney Company,55,1997,Entertainment,CA,18739,2623.46
American Stores Company,56,1997,Food & Drug Stores,UT,18678.1,2614.934
Sara Lee Corporation,57,1997,Food,IL,18624,2607.36
The Coca-Cola Company,58,1997,Beverages,GA,18546,2596.44
MCI Communications Corporation,59,1997,Telecommunications,DC,18494,2589.16
Compaq Computer Corporation,60,1997,"Computers, Office Equipment",TX,18109,2535.26
AMR Corporation,61,1997,Airlines,TX,17753,2485.42
NationsBank Corporation,62,1997,Commercial Banks,NC,17509,2451.26
New York Life Insurance Company,63,1997,"Insurance: Life, Health (Mutual)",NY,17347,2428.58
American Express Company,64,1997,Diversified Financials,NY,17280,2419.2
Safeway Inc.,65,1997,Food & Drug Stores,CA,17269,2417.66
RJR Nabisco Holdings Corporation,66,1997,Food,NY,17063,2388.82
"Aetna, Inc.",67,1997,"Insurance: Life, Health (Stock)",CT,16900.2,2366.028
"Caterpillar, Inc.",68,1997,Industrial and Farm Equipment,IL,16522,2313.08
"Fleming Companies, Inc.",69,1997,Wholesalers,OK,16486.7,2308.138
"Supervalu, Inc.",70,1997,Wholesalers,MN,16486.3,2308.082
UAL Corporation,71,1997,Airlines,IL,16362,2290.68
Eastman Kodak Company,72,1997,"Scientific, Photographic and Control Equipment",NY,15968,2235.52
J.P. Morgan & Co. Incorporated,73,1997,Commercial Banks,NY,15866,2221.24
Phillips Petroleum Company,74,1997,Petroleum Refining,OK,15807,2212.98
"Federated Department Stores, Inc.",75,1997,General Merchandisers,OH,15229,2132.06
Bristol-Myers Squibb Company,76,1997,Pharmaceuticals,NY,15065,2109.1
Ameritech Corporation,77,1997,Telecommunications,IL,14917,2088.38
Digital Equipment Corporation,78,1997,"Computers, Office Equipment",MA,14562.8,2038.792
Rockwell International Corporation,79,1997,"Electronics, Electrical Equipment",CA,14343,2008.02
"Lehman Brothers Holdings, Inc.",80,1997,Securities,NY,14260,1996.4
Minnesota Mining & Manufacturing Company,81,1997,"Scientific, Photographic and Control Equipment",MN,14236,1993.04
Sprint Corporation,82,1997,Telecommunications,KS,14234.9,1992.886
American Home Products Corporation,83,1997,Pharmaceuticals,NJ,14088.3,1972.362
SBC Communications Inc.,85,1997,Telecommunications,TX,13898.2,1945.748
College Retirement Equities Fund,86,1997,Diversified Financials,NY,13864.6,1941.044
McDonnell Douglas Corporation,87,1997,Aerospace & Defense,MO,13834,1936.76
Teachers Insurance & Annuity Association of America,88,1997,"Insurance: Life, Health (Mutual)",NY,13828.1,1935.934
AlliedSignal Inc.,89,1997,Food & Drug Stores,ID,13776.7,1928.738
McKesson Corporation,90,1997,Wholesalers,CA,13718.8,1920.632
NYNEX Corporation,91,1997,Telecommunications,NY,13453.8,1883.532
SYSCO Corporation,92,1997,Wholesalers,TX,13395.1,1875.314
Archer Daniels Midland Company,93,1997,Food,IL,13314,1863.96
Enron Corp.,94,1997,Pipelines,TX,13289,1860.46
Kimberly-Clark Corporation,95,1997,Forest and Paper Products,TX,13149.1,1840.874
Morgan Stanley Group,96,1997,Securities,NY,13144,1840.16
Alcoa,97,1997,Metals,PA,13128.4,1837.976
The Goodyear Tire & Rubber Company,98,1997,Rubber and Plastic Products,OH,13112.8,1835.792
Bell Atlantic Corporation,99,1997,Telecommunications,PA,13081.4,1831.396
Georgia-Pacific Corporation,100,1997,Forest and Paper Products,GA,13024,1823.36
"Winn-Dixie Stores, Inc.",101,1997,Food & Drug Stores,FL,12955.5,1813.77
"U S WEST, Inc.",102,1997,Telecommunications,CO,12911,1807.54
The May Department Stores Company,103,1997,General Merchandisers,MO,12601,1764.14
"IBP, Inc.",104,1997,Food,NE,12538.8,1755.432
"ITT Hartford Group, Inc.",105,1997,Insurance: Property and Casualty (Stock),CT,12473,1746.22
"Delta Air Lines, Inc.",106,1997,Airlines,GA,12455,1743.7
Nationwide Insurance Enterprise,107,1997,"Insurance: Life, Health (Stock)",OH,12358.3,1730.162
Raytheon Company,108,1997,"Electronics, Electrical Equipment",MA,12330.5,1726.27
Ashland Inc.,109,1997,Petroleum Refining,KY,12300.7,1722.098
Federal Home Loan Mortgage Corp.,110,1997,Diversified Financials,VA,12116,1696.24
Northwestern Mutual Life Insurance Company,111,1997,"Insurance: Life, Health (Mutual)",WI,12110,1695.4
Viacom Inc.,112,1997,Entertainment,NY,12084.2,1691.788
"Ingram Micro, Inc.",113,1997,Wholesalers,CA,12023.5,1683.29
First Union Corporation,114,1997,Commercial Banks,NC,11985,1677.9
The Coastal Corporation,115,1997,Petroleum Refining,TX,11920.2,1668.828
Walgreen Co.,116,1997,Food & Drug Stores,IL,11778.4,1648.976
Texas Instruments Incorporated,117,1997,Semiconductors,TX,11713,1639.82
Pfizer Inc.,118,1997,Pharmaceuticals,NY,11306,1582.84
Deere & Company,119,1997,Industrial and Farm Equipment,IL,11229.4,1572.116
Emerson Electric Co.,120,1997,"Electronics, Electrical Equipment",MO,11149.9,1560.986
"Ikon Office Solutions, Inc.",121,1997,Wholesalers,PA,11122.6,1557.164
Weyerhaeuser Company,122,1997,Forest and Paper Products,WA,11114,1555.96
Abbott Laboratories,124,1997,Pharmaceuticals,IL,11013.5,1541.89
"Tenneco, Inc.",125,1997,Motor Vehicles & Parts,CT,10982,1537.48
Liberty Mutual Insurance Group,126,1997,Insurance: Property and Casualty (Mutual),MA,10967,1535.38
"Anheuser-Busch Companies, Inc.",127,1997,Beverages,MO,10883.7,1523.718
